Machine_ID,Temprature,Run_Time,Downtime_Flag
M19892,304,177,0
L52213,304,302,0
M19894,303.9,209,0
M19895,304,456,0
L52216,304,201,0
M19897,304.1,397,0
L52218,304.1,235,0
H34453,304.1,452,0
H34454,304.1,224,0
L52221,304,115,0
L52222,304.1,136,0
L52223,304.1,175,0
L52224,304.1,247,0
M19905,304.1,247,0
M19906,304.1,124,0
M19907,304.1,329,0
H34462,304,228,1
H34463,304,409,0
H34464,304,170,0
L52231,303.9,456,0
L52232,303.9,344,0
L52233,303.8,342,0
L52234,303.8,163,0
H34469,303.8,170,0
M19916,303.9,499,0
L52237,303.8,170,0
L52238,303.9,130,0
L52239,303.9,329,0
L52240,304,193,0
L52241,304,395,1
L52242,304,446,0
H34477,304,133,0
L52244,304,176,0
L52245,304.1,120,0
L52246,304.1,495,0
M19927,304.2,353,0
M19928,304.3,147,0
M19929,304.2,132,0
M19930,304.2,100,0
H34485,304.2,446,0
L52252,304.1,339,0
M19933,304,428,0
L52254,304.1,239,0
L52255,304.1,409,0
L52256,304.2,363,0
L52257,304.3,155,0
M19938,304.3,481,0
M19939,304.2,483,0
L52260,304.2,359,0
M19941,304.1,341,0
H34496,304.1,427,0
L52263,304.1,365,0
L52264,304.1,331,0
M19945,304,123,0
L52266,304,262,0
M19947,304,101,0
L52268,304,355,0
M19949,303.9,195,0
M19950,303.9,137,0
L52271,303.9,251,0
M19952,303.9,402,0
M19953,304,106,0
M19954,304.1,269,0
M19955,304.1,407,0
H34510,304.2,194,0
L52277,304.2,151,0
L52278,304.2,477,0
L52279,304.2,152,0
M19960,304.2,389,0
M19961,304.1,292,0
M19962,304.1,459,0
L52283,304.1,127,0
L52284,304.1,286,0
L52285,304.1,416,0
L52286,304,159,0
L52287,303.9,385,0
L52288,303.9,237,0
M19969,304,166,0
M19970,304,116,0
L52291,304.1,196,0
M19972,304.1,299,0
L52293,304.1,338,0
M19974,304.2,214,0
M19975,304.2,296,0
L52296,304.2,483,0
L52297,304.1,153,0
M19978,304.2,446,0
L52299,304.2,253,0
M19980,304.2,491,0
L52301,304.2,267,0
H34536,304.2,396,0
M19983,304.2,421,0
M19984,304.2,432,0
M19985,304.3,375,0
L52306,304.3,263,0
M19987,304.3,427,0
L52308,304.2,343,0
M19989,304.1,200,0
L52310,304.2,134,0
L52311,304.1,136,0
L52312,304.1,479,0
L52313,304.1,493,0
L52314,304.1,421,0
L52315,304.1,201,0
L52316,304.2,292,0
L52317,304.3,459,0
M19998,304.3,310,0
M19999,304.4,481,0
M20000,304.3,457,0
L52321,304.4,445,1
L52322,304.4,447,0
M20003,304.3,250,0
L52324,304.4,249,0
L52325,304.5,127,0
L52326,304.4,263,0
L52327,304.4,313,0
L52328,304.4,301,0
L52329,304.3,424,0
L52330,304.3,393,0
L52331,304.3,123,0
L52332,304.3,187,0
L52333,304.2,451,0
L52334,304.2,193,0
H34569,304.2,485,0
L52336,304.2,379,0
H34571,304.1,422,0
L52338,304.1,282,0
L52339,304.2,385,0
L52340,304.1,334,0
M20021,304.1,251,0
L52342,304.2,102,0
M20023,304.2,490,0
M20024,304.3,397,0
L52345,304.2,156,0
H34580,304.2,299,0
L52347,304.2,265,0
H34582,304.1,306,0
L52349,304.1,139,0
M20030,304.1,397,0
M20031,304.2,293,0
L52352,304.2,488,0
M20033,304.2,143,0
M20034,304.2,372,0
L52355,304.2,284,0
M20036,304,346,0
H34591,304,334,0
H34592,304,243,0
M20039,304,174,0
L52360,304,228,0
L52361,304,175,0
L52362,303.9,125,0
M20043,303.9,421,0
L52364,304,371,0
L52365,304,418,0
L52366,304,280,0
L52367,304,174,0
L52368,304,481,0
M20049,304.1,244,0
L52370,304.1,319,0
L52371,304,376,0
L52372,303.9,252,0
H34607,304,360,0
M20054,303.9,100,0
L52375,303.9,474,0
H34610,303.9,141,0
H34611,303.8,367,0
L52378,303.8,481,0
L52379,303.8,172,0
L52380,303.8,416,0
M20061,303.7,100,0
L52382,303.7,446,0
M20063,303.7,145,0
L52384,303.7,321,0
L52385,303.7,242,0
H34620,303.7,146,0
M20067,303.8,345,0
L52388,303.8,388,0
M20069,303.8,384,0
L52390,303.7,330,0
L52391,303.7,438,0
L52392,303.7,200,0
M20073,303.7,300,0
L52394,303.7,264,0
M20075,303.7,200,0
M20076,303.7,316,0
M20077,303.8,260,0
L52398,303.8,267,0
L52399,303.8,452,1
L52400,303.8,433,0
L52401,303.9,109,0
L52402,303.9,178,0
M20083,303.9,234,0
L52404,303.9,198,0
M20085,304,371,0
L52406,303.9,291,0
L52407,303.9,165,0
M20088,303.9,462,0
H34643,303.9,270,0
M20090,303.8,343,0
L52411,303.8,457,0
L52412,303.6,449,0
L52413,303.6,257,0
L52414,303.7,344,0
M20095,303.7,315,0
L52416,303.8,404,0
L52417,303.8,221,0
L52418,303.7,446,0
L52419,303.7,269,0
L52420,303.7,413,0
L52421,303.7,256,0
L52422,303.7,197,0
L52423,303.7,310,0
L52424,303.6,363,0
L52425,303.6,264,0
L52426,303.5,433,0
L52427,303.6,115,0
M20108,303.5,159,0
M20109,303.4,276,0
L52430,303.5,310,0
M20111,303.4,307,0
L52432,303.5,406,0
L52433,303.5,472,0
L52434,303.5,145,0
M20115,303.5,211,0
L52436,303.5,347,0
L52437,303.5,238,0
M20118,303.5,488,0
L52439,303.5,170,0
M20120,303.5,334,0
L52441,303.4,140,0
L52442,303.4,260,0
L52443,303.5,303,0
L52444,303.4,249,0
M20125,303.5,319,0
M20126,303.4,110,0
M20127,303.5,190,0
L52448,303.4,129,0
L52449,303.5,267,0
L52450,303.5,136,0
L52451,303.6,216,0
M20132,303.6,470,0
L52453,303.6,138,0
L52454,303.6,138,0
L52455,303.7,492,0
L52456,303.5,490,0
L52457,303.5,384,0
M20138,303.5,335,0
L52459,303.6,327,0
L52460,303.6,310,0
M20141,303.7,381,0
H34696,303.8,116,0
L52463,303.8,142,0
M20144,303.8,405,0
L52465,303.8,231,0
L52466,303.8,416,0
H34701,303.8,195,0
L52468,303.8,414,0
M20149,303.9,132,0
L52470,303.9,282,0
L52471,303.8,391,0
M20152,303.9,336,0
M20153,303.9,299,0
L52474,303.9,465,0
L52475,303.8,372,0
H34710,303.8,320,0
L52477,303.7,148,0
M20158,303.7,431,0
L52479,303.7,344,0
M20160,303.8,406,0
L52481,303.8,383,0
L52482,303.9,423,0
L52483,303.9,227,0
L52484,303.9,241,0
H34719,303.9,422,0
H34720,304,212,0
L52487,304,157,0
L52488,304,391,0
M20169,303.9,331,1
L52490,303.8,469,0
H34725,303.7,292,0
L52492,303.6,289,0
M20173,303.7,445,0
L52494,303.6,436,0
L52495,303.6,388,0
M20176,303.6,333,0
L52497,303.6,213,0
L52498,303.5,196,0
M20179,303.5,213,0
L52500,303.4,144,0
M20181,303.4,254,0
M20182,303.4,182,0
M20183,303.4,102,0
M20184,303.4,399,0
L52505,303.5,168,0
M20186,303.5,437,0
M20187,303.5,463,0
M20188,303.7,423,0
L52509,303.7,409,0
L52510,303.6,145,0
L52511,303.7,175,0
H34746,303.6,388,0
M20193,303.5,294,0
M20194,303.4,162,1
M20195,303.3,156,0
L52516,303.2,126,0
M20197,303.3,477,0
M20198,303.3,181,0
M20199,303.4,133,0
L52520,303.5,383,0
H34755,303.5,135,0
M20202,303.5,102,0
L52523,303.5,462,0
L52524,303.4,449,0
L52525,303.5,208,0
L52526,303.4,458,0
L52527,303.3,491,0
L52528,303.3,202,0
M20209,303.3,109,0
M20210,303.4,374,0
M20211,303.5,141,0
M20212,303.4,404,0
L52533,303.4,386,0
L52534,303.4,120,0
H34769,303.3,343,0
H34770,303.3,283,0
L52537,303.3,197,0
H34772,303.3,345,0
M20219,303.3,229,0
L52540,303.3,169,0
L52541,303.3,222,0
L52542,303.2,111,0
L52543,303.2,369,0
L52544,303.2,161,0
L52545,303.1,225,0
H34780,303.1,154,0
M20227,303.1,200,0
M20228,303.1,110,0
H34783,303,414,0
H34784,303,149,0
L52551,302.9,242,0
H34786,302.9,151,0
M20233,302.9,483,0
L52554,302.9,229,0
L52555,302.9,447,0
H34790,302.8,229,0
L52557,302.9,283,0
L52558,302.9,425,0
L52559,302.9,408,0
L52560,302.8,310,0
L52561,302.8,384,0
L52562,302.9,255,0
L52563,302.8,316,0
M20244,302.9,496,0
H34799,302.9,411,0
L52566,302.9,310,0
L52567,302.8,407,0
M20248,302.8,325,0
L52569,302.8,219,0
H34804,302.8,365,0
L52571,302.7,440,0
L52572,302.8,159,0
L52573,302.8,432,0
M20254,302.8,203,1
L52575,302.8,311,0
L52576,302.8,402,0
M20257,302.8,176,0
L52578,302.9,207,0
H34813,302.8,345,1
L52580,302.7,286,1
M20261,302.6,384,1
L52582,302.7,436,0
L52583,302.7,331,0
H34818,302.8,157,0
L52585,302.7,184,0
L52586,302.7,249,0
L52587,302.7,208,0
L52588,302.6,213,0
L52589,302.7,166,0
M20270,302.7,378,0
L52591,302.8,130,0
L52592,302.9,306,0
H34827,302.7,479,0
L52594,302.6,438,0
M20275,302.6,252,0
L52596,302.6,317,0
L52597,302.6,458,0
L52598,302.6,182,0
L52599,302.6,495,0
L52600,302.6,385,0
M20281,302.6,110,0
M20282,302.7,179,0
L52603,302.6,135,0
L52604,302.6,225,0
L52605,302.5,289,0
L52606,302.6,387,0
L52607,302.7,358,0
L52608,302.7,381,0
L52609,302.8,144,0
L52610,302.8,362,0
L52611,302.8,142,0
L52612,302.8,302,0
L52613,302.9,159,0
L52614,302.9,244,0
M20295,303,146,0
M20296,302.9,321,0
M20297,302.9,283,0
L52618,302.9,205,0
L52619,303,319,0
H34854,303,458,0
M20301,303,431,0
L52622,303.1,315,0
M20303,303,473,0
L52624,303,302,0
M20305,303,442,0
L52626,303.1,306,0
L52627,303.1,290,0
L52628,303,377,0
L52629,303.1,286,0
H34864,303.1,240,0
L52631,303,485,0
M20312,303,321,0
L52633,303,185,0
L52634,303,468,0
M20315,303.1,304,0
M20316,303.1,249,0
M20317,303,372,0
L52638,303.1,395,0
L52639,303.1,439,0
M20320,303,349,0
M20321,302.9,374,0
L52642,302.9,469,0
L52643,302.9,447,0
M20324,302.9,219,0
L52645,302.9,186,0
M20326,302.9,300,0
L52647,302.9,197,0
L52648,302.8,341,0
M20329,302.7,250,0
M20330,302.7,423,0
L52651,302.7,342,0
L52652,302.8,120,0
L52653,302.7,224,0
M20334,302.7,414,0
L52655,302.7,292,0
M20336,302.6,478,0
L52657,302.7,449,0
L52658,302.7,477,0
M20339,302.7,483,0
H34894,302.7,165,0
L52661,302.6,239,0
L52662,302.6,292,0
M20343,302.6,295,0
M20344,302.5,463,0
L52665,302.6,315,0
L52666,302.6,110,0
M20347,302.6,238,0
L52668,302.7,165,1
L52669,302.6,314,0
L52670,302.6,243,1
M20351,302.7,441,0
M20352,302.9,435,0
L52673,302.8,287,0
L52674,302.8,293,0
H34909,302.9,360,0
M20356,302.9,395,0
M20357,302.9,326,0
M20358,302.9,357,0
H34913,302.9,124,0
L52680,302.7,213,0
L52681,302.7,489,0
L52682,302.6,408,0
H34917,302.6,190,0
L52684,302.8,140,0
L52685,302.8,249,0
L52686,302.9,250,0
L52687,302.8,140,0
L52688,302.9,269,0
L52689,302.8,314,0
L52690,302.8,168,0
L52691,302.8,413,0
L52692,302.8,223,0
M20373,302.8,320,0
L52694,302.7,276,0
H34929,302.7,428,0
L52696,302.6,390,0
L52697,302.6,129,0
M20378,302.5,352,0
L52699,302.5,305,0
M20380,302.6,235,0
L52701,302.6,316,0
L52702,302.6,461,0
M20383,302.5,286,0
L52704,302.6,277,0
M20385,302.6,246,0
L52706,302.5,142,0
M20387,302.5,399,0
L52708,302.4,418,0
M20389,302.4,245,0
M20390,302.3,280,0
M20391,302.3,217,0
L52712,302.4,259,0
L52713,302.4,406,0
M20394,302.3,279,0
L52715,302.3,484,0
M20396,302.3,119,1
L52717,302.4,332,0
M20398,302.3,140,0
H34953,302.3,250,0
L52720,302.4,209,0
L52721,302.4,392,0
L52722,302.3,500,0
L52723,302.4,440,0
L52724,302.2,215,0
H34959,302.2,476,0
L52726,302.3,220,0
M20407,302.3,191,0
L52728,302.3,354,0
H34963,302.3,401,0
M20410,302.3,418,0
H34965,302.4,427,0
H34966,302.5,323,0
L52733,302.5,192,0
M20414,302.5,187,0
L52735,302.5,245,0
H34970,302.5,442,0
M20417,302.5,271,0
L52738,302.5,415,0
M20419,302.5,282,0
L52740,302.4,486,0
M20421,302.3,424,0
L52742,302.3,377,0
M20423,302.3,402,0
L52744,302.4,350,0
L52745,302.4,283,0
L52746,302.4,385,0
M20427,302.5,447,0
L52748,302.5,287,0
L52749,302.4,450,0
M20430,302.4,373,0
L52751,302.4,455,0
L52752,302.4,265,0
L52753,302.5,246,0
L52754,302.4,215,0
H34989,302.4,500,0
H34990,302.4,226,0
L52757,302.4,134,0
L52758,302.5,165,0
L52759,302.6,448,0
M20440,302.6,371,0
M20441,302.5,209,0
L52762,302.5,330,0
L52763,302.5,266,0
L52764,302.4,133,0
M20445,302.5,389,0
M20446,302.4,192,0
L52767,302.5,272,0
M20448,302.5,366,0
M20449,302.5,327,0
M20450,302.5,169,0
L52771,302.5,497,0
L52772,302.5,280,0
L52773,302.6,374,0
L52774,302.6,318,0
M20455,302.7,430,0
M20456,302.7,290,0
L52777,302.7,465,0
L52778,302.8,237,0
M20459,302.7,363,0
L52780,302.8,223,0
L52781,302.9,477,0
L52782,302.9,403,0
L52783,302.9,165,0
L52784,302.9,499,0
L52785,302.9,182,0
L52786,302.9,128,0
M20467,302.9,297,0
M20468,303.1,471,0
M20469,303.1,432,0
L52790,303.1,309,0
M20471,303,105,0
L52792,303,189,0
M20473,303,478,0
H35028,303,166,0
M20475,303,307,1
L52796,303,358,0
L52797,303.1,332,1
M20478,303,441,0
L52799,303,106,0
L52800,303,179,0
M20481,302.9,120,0
L52802,302.9,113,0
L52803,302.9,148,0
M20484,302.8,306,0
L52805,302.7,258,0
H35040,302.7,426,0
L52807,302.7,470,0
L52808,302.7,298,0
L52809,302.7,219,0
M20490,302.8,488,0
L52811,302.8,143,0
L52812,302.7,255,0
L52813,302.7,213,0
M20494,302.6,496,0
L52815,302.6,211,0
L52816,302.6,198,0
M20497,302.5,472,0
L52818,302.6,333,0
L52819,302.6,498,0
L52820,302.6,387,0
L52821,302.6,178,0
L52822,302.5,168,0
L52823,302.5,246,0
L52824,302.5,369,0
M20505,302.5,299,0
M20506,302.4,436,0
H35061,302.5,276,0
L52828,302.5,228,0
M20509,302.5,382,0
L52830,302.5,256,0
M20511,302.5,354,0
L52832,302.4,285,0
L52833,302.4,253,0
L52834,302.3,388,0
L52835,302.3,273,0
M20516,302.3,296,0
L52837,302.3,367,0
M20518,302.2,339,0
M20519,302.3,488,0
L52840,302.2,223,0
L52841,302.2,453,0
L52842,302.2,183,0
M20523,302.3,208,0
M20524,302.2,388,0
L52845,302.3,370,0
L52846,302.2,127,0
L52847,302.2,255,0
M20528,302.2,111,0
M20529,302.2,326,0
L52850,302.2,205,0
H35085,302.2,253,0
H35086,302.1,434,0
L52853,302.2,138,0
M20534,302.2,359,0
M20535,302.3,102,0
L52856,302.3,418,0
L52857,302.3,498,0
M20538,302.2,227,0
M20539,302.2,343,0
M20540,302.2,344,0
L52861,302.2,355,0
H35096,302.3,261,0
M20543,302.2,391,0
H35098,302.2,398,0
L52865,302.2,360,0
L52866,302.2,375,0
L52867,302.3,474,0
M20548,302.3,288,0
L52869,302.4,152,0
L52870,302.3,244,0
L52871,302.4,435,0
M20552,302.4,214,0
M20553,302.4,425,0
L52874,302.4,335,0
L52875,302.4,214,0
H35110,302.5,290,0
L52877,302.5,361,0
L52878,302.5,410,0
L52879,302.4,270,0
L52880,302.5,383,0
M20561,302.5,128,0
L52882,302.3,331,0
H35117,302.3,378,0
L52884,302.5,431,0
L52885,302.4,226,0
L52886,302.4,140,1
L52887,302.4,229,0
L52888,302.3,146,0
L52889,302.2,301,0
H35124,302.2,181,0
L52891,302.2,432,0
L52892,302.2,269,0
L52893,302.2,379,0
L52894,302.2,451,0
H35129,302.2,105,0
L52896,302.3,468,0
L52897,302.3,377,0
L52898,302.4,270,0
L52899,302.3,254,0
L52900,302.3,102,0
M20581,302.3,140,0
L52902,302.2,437,0
M20583,302.3,434,0
L52904,302.3,136,0
M20585,302.3,414,0
M20586,302.4,264,0
M20587,302.3,258,0
M20588,302.4,353,0
M20589,302.3,321,0
L52910,302.3,362,0
L52911,302.2,159,0
L52912,302.2,228,0
L52913,302.3,368,0
L52914,302.3,446,1
L52915,302.4,294,0
M20596,302.4,482,0
L52917,302.3,223,0
L52918,302.3,403,0
M20599,302.2,153,0
M20600,302.3,137,0
M20601,302.3,437,0
L52922,302.3,284,0
M20603,302.2,467,0
H35158,302.2,134,0
L52925,302.1,220,0
M20606,302.1,259,0
L52927,302.1,216,0
M20608,302.2,327,0
H35163,302.2,251,0
L52930,302.2,268,0
H35165,302.3,330,0
H35166,302.3,439,0
L52933,302.2,106,0
L52934,302.1,382,0
L52935,302.1,380,0
M20616,302,243,0
L52937,301.9,210,0
L52938,301.9,429,0
L52939,301.8,130,0
M20620,301.9,303,0
L52941,301.9,173,0
L52942,301.8,161,0
H35177,301.8,446,0
L52944,301.7,475,0
L52945,301.7,132,0
M20626,301.7,431,0
M20627,301.6,419,0
L52948,301.7,470,0
L52949,301.7,262,0
L52950,301.6,300,0
L52951,301.6,235,0
L52952,301.6,491,0
H35187,301.6,319,0
L52954,301.5,407,0
L52955,301.6,194,0
L52956,301.6,316,0
L52957,301.6,330,0
M20638,301.7,143,0
L52959,301.6,330,0
L52960,301.7,403,0
M20641,301.7,155,0
L52962,301.7,177,0
H35197,301.8,202,0
M20644,301.8,104,0
L52965,301.7,336,0
L52966,301.7,447,0
L52967,301.7,266,0
L52968,301.8,387,0
M20649,301.8,467,0
M20650,301.7,496,0
M20651,301.8,129,0
M20652,301.8,326,0
L52973,301.8,368,0
M20654,301.9,452,0
M20655,301.9,109,0
L52976,301.7,236,0
L52977,301.6,459,0
L52978,301.5,222,0
L52979,301.5,175,0
L52980,301.5,436,0
L52981,301.5,326,0
L52982,301.4,475,0
L52983,301.5,338,0
L52984,301.5,462,0
M20665,301.4,130,0
L52986,301.4,481,0
M20667,301.4,461,0
L52988,301.4,308,0
H35223,301.3,352,0
L52990,301.3,302,0
L52991,301.3,155,0
L52992,301.4,371,0
L52993,301.2,235,0
M20674,301.3,263,0
L52995,301.2,168,0
L52996,301.3,225,0
L52997,301.3,128,0
L52998,301.3,133,0
L52999,301.3,403,0
L53000,301.3,288,0
L53001,301.3,491,0
M20682,301.3,118,0
L53003,301.2,117,0
L53004,301.2,251,0
L53005,301.3,323,0
M20686,301.3,301,0
L53007,301.3,444,0
L53008,301.3,250,0
M20689,301.2,133,0
M20690,301.3,200,0
L53011,301.3,262,0
L53012,301.3,258,0
L53013,301.3,227,0
L53014,301.3,268,0
L53015,301.3,140,0
L53016,301.2,325,0
M20697,301.3,418,0
M20698,301.4,185,0
M20699,301.4,405,0
M20700,301.3,323,0
M20701,301.3,418,0
L53022,301.4,356,0
L53023,301.5,121,0
L53024,301.4,310,0
M20705,301.4,364,0
L53026,301.4,363,0
L53027,301.4,219,0
L53028,301.4,202,0
M20709,301.4,155,0
L53030,301.3,408,0
L53031,301.2,497,0
H35266,301.2,398,0
L53033,301.2,204,0
L53034,301.2,390,0
M20715,301.2,267,0
H35270,301.2,120,0
L53037,301.3,355,0
L53038,301.3,276,0
L53039,301.3,291,0
L53040,301.3,443,0
L53041,301.3,200,0
L53042,301.4,153,0
M20723,301.4,372,0
M20724,301.4,385,0
M20725,301.5,384,0
L53046,301.5,490,0
L53047,301.5,182,0
L53048,301.5,184,0
L53049,301.5,434,0
L53050,301.5,342,0
L53051,301.5,179,0
M20732,301.5,500,0
M20733,301.5,193,0
M20734,301.5,105,0
M20735,301.5,417,0
L53056,301.5,217,0
L53057,301.5,450,0
L53058,301.4,453,0
L53059,301.4,432,0
L53060,301.5,374,0
L53061,301.4,107,0
L53062,301.4,266,0
L53063,301.4,352,0
M20744,301.3,165,0
L53065,301.3,386,0
L53066,301.4,266,0
H35301,301.4,225,0
M20748,301.5,480,0
M20749,301.4,310,0
L53070,301.4,458,0
L53071,301.4,176,0
L53072,301.4,429,0
M20753,301.3,227,0
L53074,301.2,297,0
M20755,301.2,402,0
L53076,301.1,301,0
M20757,301,138,0
L53078,301,276,0
H35313,300.9,397,0
M20760,300.9,308,0
L53081,301,258,0
L53082,300.9,148,0
L53083,300.9,435,0
M20764,300.8,181,0
H35319,300.8,412,0
L53086,300.7,141,0
H35321,300.8,365,0
M20768,300.8,471,0
H35323,300.7,399,1
M20770,300.8,136,0
M20771,300.8,109,0
M20772,300.7,476,0
H35327,300.7,281,0
L53094,300.7,349,0
M20775,300.6,166,0
L53096,300.6,479,0
L53097,300.6,423,0
L53098,300.6,177,0
L53099,300.6,334,0
L53100,300.5,130,0
L53101,300.5,418,0
L53102,300.5,355,0
M20783,300.4,184,0
L53104,300.3,436,0
M20785,300.2,310,0
L53106,300.2,418,0
L53107,300.2,180,0
M20788,300.2,448,0
L53109,300.3,349,0
L53110,300.3,313,0
L53111,300.3,155,0
L53112,300.5,361,0
L53113,300.5,230,0
H35348,300.6,153,0
L53115,300.5,207,0
M20796,300.5,147,0
M20797,300.6,326,0
L53118,300.5,429,0
L53119,300.5,380,0
M20800,300.6,467,0
L53121,300.6,130,1
L53122,300.7,433,0
L53123,300.7,321,0
M20804,300.7,436,0
M20805,300.8,419,0
L53126,300.7,200,0
M20807,300.7,477,0
L53128,300.7,366,0
M20809,300.7,300,0
L53130,300.7,329,0
L53131,300.7,492,0
L53132,300.7,449,0
M20813,300.7,345,0
L53134,300.8,237,0
L53135,300.7,434,0
L53136,300.7,436,0
L53137,300.7,135,0
L53138,300.6,348,0
L53139,300.6,310,0
L53140,300.5,193,0
L53141,300.3,124,0
L53142,300.5,320,0
H35377,300.4,329,0
H35378,300.5,354,0
H35379,300.5,123,0
L53146,300.4,267,0
L53147,300.4,403,0
L53148,300.4,325,0
M20829,300.4,317,0
L53150,300.4,434,0
L53151,300.5,236,0
L53152,300.5,359,0
L53153,300.5,422,0
L53154,300.5,496,0
H35389,300.5,230,0
H35390,300.5,403,0
L53157,300.6,440,0
L53158,300.5,195,0
H35393,300.6,438,0
M20840,300.6,431,0
M20841,300.7,396,0
L53162,300.7,213,0
H35397,300.8,180,0
H35398,300.7,137,0
L53165,300.7,476,0
L53166,300.6,183,0
L53167,300.7,435,0
H35402,300.7,394,0
L53169,300.7,387,0
M20850,300.7,326,0
L53171,300.7,254,0
L53172,300.7,222,0
M20853,300.7,272,0
L53174,300.6,315,0
L53175,300.6,323,0
M20856,300.5,494,0
M20857,300.5,478,0
M20858,300.4,127,0
M20859,300.4,156,1
H35414,300.4,299,0
M20861,300.4,192,0
L53182,300.5,242,0
L53183,300.4,151,0
L53184,300.5,284,0
L53185,300.6,414,0
M20866,300.6,144,0
M20867,300.7,172,0
L53188,300.7,282,0
L53189,300.6,102,0
H35424,300.7,103,0
L53191,300.8,408,0
H35426,300.8,308,0
L53193,300.7,263,0
H35428,300.8,246,0
M20875,300.8,155,0
L53196,300.7,355,0
L53197,300.8,209,0
M20878,300.8,428,0
L53199,300.7,246,0
L53200,300.7,211,0
L53201,300.7,433,0
L53202,300.7,244,0
M20883,300.7,243,0
L53204,300.7,201,1
L53205,300.7,164,0
L53206,300.7,401,0
M20887,300.7,266,0
L53208,300.6,151,0
M20889,300.7,367,0
L53210,300.6,370,0
L53211,300.6,436,0
L53212,300.7,463,0
L53213,300.6,304,0
M20894,300.6,492,0
M20895,300.6,351,0
M20896,300.6,385,0
L53217,300.7,101,0
L53218,300.7,139,0
L53219,300.6,160,0
M20900,300.7,375,0
M20901,300.7,280,0
M20902,300.8,154,0
M20903,300.7,386,0
M20904,300.8,334,0
L53225,300.8,149,0
L53226,300.9,334,0
H35461,300.9,379,0
M20908,300.9,183,0
M20909,300.9,493,0
M20910,300.9,364,0
L53231,300.9,293,0
L53232,300.9,426,0
L53233,300.8,249,0
H35468,300.7,451,0
L53235,300.7,138,0
L53236,300.8,256,0
L53237,300.8,172,0
M20918,300.9,341,0
L53239,300.9,132,0
L53240,301,464,0
H35475,301.1,475,0
M20922,301.1,301,0
L53243,301.1,114,0
L53244,301.1,378,0
L53245,301,491,0
L53246,301,453,0
L53247,301,349,0
M20928,301,104,0
L53249,300.9,203,0
L53250,300.9,292,0
M20931,300.9,316,0
M20932,300.9,437,0
M20933,300.9,149,0
M20934,301,358,0
L53255,301,319,0
L53256,301,415,0
L53257,300.9,478,0
L53258,300.8,260,1
M20939,300.8,387,0
L53260,300.9,273,0
L53261,300.9,268,0
L53262,300.9,432,0
L53263,300.9,442,0
M20944,300.8,284,0
L53265,300.9,442,0
L53266,300.9,259,0
M20947,300.9,496,0
L53268,300.9,238,0
L53269,300.9,290,0
L53270,300.9,320,0
L53271,300.9,132,0
L53272,300.9,211,0
L53273,301,174,0
M20954,300.9,331,0
M20955,300.9,500,0
M20956,300.8,289,0
H35511,300.9,436,0
M20958,300.8,490,0
H35513,300.9,262,0
M20960,300.8,438,0
L53281,300.7,423,0
L53282,300.7,357,0
L53283,300.8,139,0
M20964,300.8,284,0
M20965,300.8,444,0
L53286,300.9,398,0
L53287,300.9,188,0
M20968,300.8,279,0
M20969,300.8,161,0
L53290,300.7,213,0
M20971,300.7,118,0
L53292,300.7,443,0
M20973,300.7,272,0
M20974,300.8,117,0
L53295,300.8,298,0
L53296,300.8,119,0
L53297,300.8,439,0
M20978,300.9,226,0
L53299,300.9,327,0
M20980,300.9,192,0
L53301,300.9,126,0
L53302,301,238,0
L53303,300.9,256,0
M20984,300.9,356,0
L53305,300.9,428,0
L53306,300.9,352,0
L53307,300.9,358,0
L53308,300.9,318,0
M20989,301,224,0
L53310,301,192,0
H35545,301,332,0
L53312,301.1,400,0
L53313,301.1,232,0
L53314,301,203,0
L53315,301,345,0
H35550,300.9,275,0
M20997,300.9,466,0
M20998,300.8,484,0
L53319,300.8,116,0
L53320,300.8,140,0
L53321,300.8,394,0
L53322,300.9,153,0
M21003,301,192,0
M21004,301.1,210,0
M21005,301.1,173,0
M21006,301.1,326,0
M21007,301.1,162,0
L53328,301.1,170,0
M21009,301,281,0
L53330,301.1,326,0
L53331,301.1,496,0
M21012,301.1,388,0
L53333,301,331,1
M21014,301,379,0
L53335,301,179,0
L53336,301.1,350,0
L53337,301.1,110,0
L53338,301.1,486,0
L53339,301,486,1
L53340,301,170,0
L53341,301,434,0
L53342,301,416,0
L53343,300.8,372,0
H35578,300.9,492,0
L53345,300.9,242,0
H35580,300.9,387,0
M21027,300.9,137,0
M21028,300.7,216,0
L53349,300.7,274,0
H35584,300.8,206,0
L53351,300.8,476,0
L53352,300.8,411,1
L53353,300.8,176,0
L53354,300.9,173,0
L53355,300.9,343,0
L53356,301,225,0
L53357,301,459,0
L53358,301.1,149,1
M21039,301.1,343,0
L53360,301,209,0
L53361,301,443,0
L53362,301,483,0
H35597,301,141,0
L53364,301,200,0
L53365,301.1,487,0
M21046,301.1,500,0
L53367,301,352,0
L53368,301,175,0
M21049,301,203,0
L53370,300.9,448,0
H35605,301,344,0
L53372,301,176,0
L53373,301,293,0
L53374,300.9,279,0
L53375,300.9,361,0
L53376,300.9,245,0
L53377,300.9,417,0
M21058,301,288,0
L53379,300.9,234,0
L53380,301,309,0
M21061,301,121,0
L53382,301,252,0
L53383,301,240,0
M21064,300.9,483,0
M21065,300.9,100,0
M21066,300.8,138,0
L53387,300.7,189,0
M21068,300.7,474,0
L53389,300.7,212,0
L53390,300.8,227,0
L53391,300.8,412,0
L53392,300.8,133,0
L53393,300.9,356,0
